CMS1_Pval	CMS2_Pval	CMS3_Pval	CMS4_Pval	CMS	min_Pval	classifier
agendia_vhb70.7001302	1	0.3046316	1	0.227445019	NA	0.227445019	NOLBL
agendia_vhb70.7001313	0.404216074	1	1	0.044126888	CMS4	0.044126888	CMS4
agendia_vhb70.7001344	1	0.073071856	1	0.594081281	NA	0.073071856	CMS2
agendia_vhb70.7001374	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_vhb70.7001351	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
agendia_vhb70.7001346	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_vhb70.7001345	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
agendia_vhb70.7001340	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_vhb70.7001337	1	0.073071856	1	0.594081281	NA	0.073071856	CMS2
agendia_vhb70.7001333	1	0.073071856	0.204273504	1	NA	0.073071856	CMS2
agendia_vhb70.7001322	0.404216074	0.3046316	0.658974359	1	NA	0.3046316	NOLBL
agendia_vhb70.7001348	1	0.007945678	1	0.908340934	CMS2	0.007945678	NOLBL
agendia_vhb70.7001375	1	0.073071856	1	0.594081281	NA	0.073071856	NOLBL
agendia_vhb70.7001341	0.404216074	0.937285903	0.024786325	1	CMS3	0.024786325	CMS3
agendia_vhb70.7001339	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
agendia_vhb70.7001336	1	0.000283774	1	1	CMS2	0.000283774	NOLBL
agendia_vhb70.7001332	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_vhb70.7001330	1	0.073071856	1	0.594081281	NA	0.073071856	NOLBL
agendia_vhb70.7001329	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_vhb70.7001328	1	0.007945678	0.658974359	1	CMS2	0.007945678	CMS2
agendia_vhb70.7001326	1	0.937285903	0.000854701	0.908340934	CMS3	0.000854701	CMS3
agendia_vhb70.7001331	3.37826424782947e-06	1	1	1	CMS1	3.37826424782947e-06	CMS1
agendia_vhb70.7001366	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_vhb70.7001352	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_vhb70.7001379	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
agendia_vhb70.7001378	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
agendia_vhb70.7001376	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_vhb70.7001373	1	0.073071856	1	0.594081281	NA	0.073071856	CMS2
agendia_vhb70.7001372	1	0.007945678	0.658974359	1	CMS2	0.007945678	CMS2
agendia_vhb70.7001382	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_vhb70.7001368	1	0.007945678	0.658974359	1	CMS2	0.007945678	CMS2
agendia_vhb70.7001384	1	0.3046316	1	0.227445019	NA	0.227445019	NOLBL
agendia_vhb70.7001365	1	0.67678119	0.000854701	1	CMS3	0.000854701	CMS3
agendia_vhb70.7001363	0.816681869	0.3046316	0.204273504	1	NA	0.204273504	NOLBL
agendia_vhb70.7001360	0.011070572	0.937285903	0.658974359	1	CMS1	0.011070572	CMS1
agendia_vhb70.7001359	1	0.007945678	0.658974359	1	CMS2	0.007945678	CMS2
agendia_vhb70.7001357	1	0.073071856	0.204273504	1	NA	0.073071856	CMS3
agendia_vhb70.7001356	1	0.67678119	0.000854701	1	CMS3	0.000854701	CMS3
agendia_vhb70.7001354	1	0.073071856	0.204273504	1	NA	0.073071856	CMS3
agendia_vhb70.7001370	0.100932401	0.3046316	1	1	NA	0.100932401	NOLBL
agendia_vhb70.7001395	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_vhb70.7001383	0.816681869	0.67678119	0.024786325	1	CMS3	0.024786325	CMS3
agendia_vhb70.7001298	0.100932401	0.67678119	0.658974359	1	NA	0.100932401	NOLBL
agendia_vhb70.7001404	0.816681869	0.3046316	1	0.594081281	NA	0.3046316	CMS1
agendia_vhb70.7001402	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_vhb70.7001401	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
agendia_vhb70.7001400	1	0.073071856	0.204273504	1	NA	0.073071856	NOLBL
agendia_vhb70.7001381	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_vhb70.7001396	0.100932401	0.937285903	0.658974359	0.908340934	NA	0.100932401	NA
agendia_vhb70.7001349	1	0.000283774	1	1	CMS2	0.000283774	CMS2
agendia_vhb70.7001394	3.37826424782947e-06	1	1	1	CMS1	3.37826424782947e-06	CMS1
agendia_vhb70.7001391	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
agendia_vhb70.7001390	1	0.3046316	1	0.227445019	NA	0.227445019	CMS4
agendia_vhb70.7001388	1	0.073071856	1	0.594081281	NA	0.073071856	NOLBL
agendia_vhb70.7001387	0.404216074	0.937285903	0.024786325	1	CMS3	0.024786325	CMS3
agendia_vhb70.7001386	1	0.3046316	0.658974359	0.594081281	NA	0.3046316	CMS4
agendia_vhb70.7001385	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
agendia_vhb70.7001399	0.100932401	1	1	0.227445019	NA	0.100932401	CMS1
mdanderson.11006095	1	0.007945678	0.658974359	1	CMS2	0.007945678	CMS2
mdanderson.11006097	1	0.000283774	1	1	CMS2	0.000283774	CMS2
mdanderson.11006099	1	0.000283774	1	1	CMS2	0.000283774	CMS2
mdanderson.11006101	1	0.000283774	1	1	CMS2	0.000283774	CMS2
mdanderson.11006105	1	0.000283774	1	1	CMS2	0.000283774	CMS2
mdanderson.11006107	1	0.000283774	1	1	CMS2	0.000283774	CMS2
mdanderson.11006121	0.00042904	0.937285903	1	1	CMS1	0.00042904	CMS1
mdanderson.11006139	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
mdanderson.11006143	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
mdanderson.11006145	1	0.000283774	1	1	CMS2	0.000283774	CMS3
mdanderson.11006149	1	0.3046316	1	0.227445019	NA	0.227445019	CMS4
mdanderson.11006153	1	0.000283774	1	1	CMS2	0.000283774	CMS2
mdanderson.11006155	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
mdanderson.11006159	1	0.000283774	1	1	CMS2	0.000283774	CMS2
mdanderson.11006167	1	0.000283774	1	1	CMS2	0.000283774	CMS2
mdanderson.11006173	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
mdanderson.11006175	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
mdanderson.11006177	1	0.007945678	0.658974359	1	CMS2	0.007945678	NA
mdanderson.11006179	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
mdanderson.11006181	1	0.000283774	1	1	CMS2	0.000283774	CMS2
mdanderson.11006187	1	0.000283774	1	1	CMS2	0.000283774	CMS2
mdanderson.11006189	0.011070572	0.937285903	0.658974359	1	CMS1	0.011070572	CMS1
mdanderson.11006191	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
mdanderson.11006193	1	0.073071856	1	0.594081281	NA	0.073071856	NA
mdanderson.11006195	1	0.000283774	1	1	CMS2	0.000283774	CMS2
mdanderson.11006197	1	0.000283774	1	1	CMS2	0.000283774	CMS2
mdanderson.11006211	1	0.937285903	1	0.003689065	CMS4	0.003689065	NA
mdanderson.11006215	0.011070572	1	0.658974359	0.908340934	CMS1	0.011070572	CMS1
mdanderson.11006227	1	0.000283774	1	1	CMS2	0.000283774	CMS2
mdanderson.11006229	1	0.007945678	0.658974359	1	CMS2	0.007945678	NA
mdanderson.11006237	1	0.007945678	0.658974359	1	CMS2	0.007945678	CMS2
mdanderson.11006251	1	0.073071856	1	0.594081281	NA	0.073071856	NOLBL
mdanderson.11006253	1	0.3046316	1	0.227445019	NA	0.227445019	NOLBL
mdanderson.11006255	1	0.3046316	0.024786325	1	CMS3	0.024786325	CMS3
mdanderson.11006261	1	0.000283774	1	1	CMS2	0.000283774	CMS2
mdanderson.11006269	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
mdanderson.11006271	0.816681869	0.67678119	0.024786325	1	CMS3	0.024786325	CMS3
mdanderson.11006273	1	0.3046316	0.204273504	0.908340934	NA	0.204273504	NOLBL
mdanderson.11006275	1	0.007945678	1	0.908340934	CMS2	0.007945678	NOLBL
mdanderson.11006281	1	0.007945678	1	0.908340934	CMS2	0.007945678	NOLBL
mdanderson.11006285	1	0.000283774	1	1	CMS2	0.000283774	CMS2
mdanderson.11006287	0.816681869	1	1	0.003689065	CMS4	0.003689065	CMS4
mdanderson.11006289	0.00042904	0.937285903	1	1	CMS1	0.00042904	CMS1
mdanderson.11006291	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
mdanderson.11006293	0.816681869	1	1	0.003689065	CMS4	0.003689065	CMS4
mdanderson.11006299	1	0.3046316	1	0.227445019	NA	0.227445019	CMS4
mdanderson.11006303	0.011070572	0.937285903	0.658974359	1	CMS1	0.011070572	CMS1
mdanderson.11007104	0.816681869	0.007945678	1	1	CMS2	0.007945678	CMS2
mdanderson.11007110	0.100932401	1	1	0.227445019	NA	0.100932401	CMS4
mdanderson.11007112	0.100932401	0.937285903	0.658974359	0.908340934	NA	0.100932401	NOLBL
mdanderson.11007120	1	0.000283774	1	1	CMS2	0.000283774	CMS2
mdanderson.11007128	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
mdanderson.11007132	0.00042904	1	1	0.908340934	CMS1	0.00042904	CMS1
mdanderson.11007142	0.00042904	1	1	0.908340934	CMS1	0.00042904	CMS1
mdanderson.11007148	1	0.073071856	1	0.594081281	NA	0.073071856	NOLBL
mdanderson.11007150	0.011070572	1	1	0.594081281	CMS1	0.011070572	CMS1
mdanderson.11007152	0.100932401	0.67678119	0.658974359	1	NA	0.100932401	NOLBL
mdanderson.11007154	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
mdanderson.11007158	0.816681869	0.3046316	0.204273504	1	NA	0.204273504	CMS3
mdanderson.11007162	3.37826424782947e-06	1	1	1	CMS1	3.37826424782947e-06	CMS1
mdanderson.11007176	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
mdanderson.11007192	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
mdanderson.11007196	0.100932401	1	1	0.227445019	NA	0.100932401	NOLBL
mdanderson.11007208	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
mdanderson.11007214	0.816681869	1	0.658974359	0.044126888	CMS4	0.044126888	CMS4
mdanderson.11007228	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
mdanderson.11007240	1	0.073071856	1	0.594081281	NA	0.073071856	NOLBL
mdanderson.11007246	1	0.007945678	0.658974359	1	CMS2	0.007945678	CMS2
mdanderson.11007248	1	0.3046316	1	0.227445019	NA	0.227445019	CMS4
mdanderson.11007250	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
mdanderson.11007252	0.816681869	0.67678119	1	0.227445019	NA	0.227445019	NOLBL
mdanderson.11007254	0.816681869	0.937285903	1	0.044126888	CMS4	0.044126888	CMS4
mdanderson.11007258	1	0.3046316	1	0.227445019	NA	0.227445019	NOLBL
mdanderson.11007260	1	0.000283774	1	1	CMS2	0.000283774	CMS2
mdanderson.11007270	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
mdanderson.11007280	0.816681869	0.937285903	1	0.044126888	CMS4	0.044126888	CMS4
mdanderson.11007282	0.00042904	1	1	0.908340934	CMS1	0.00042904	CMS1
mdanderson.11008446	1	0.3046316	1	0.227445019	NA	0.227445019	NOLBL
mdanderson.11008448	0.011070572	0.937285903	1	0.908340934	CMS1	0.011070572	CMS1
mdanderson.11008450	3.37826424782947e-06	1	1	1	CMS1	3.37826424782947e-06	CMS1
mdanderson.11008452	1	0.67678119	0.000854701	1	CMS3	0.000854701	CMS3
mdanderson.11008458	1	0.3046316	1	0.227445019	NA	0.227445019	NOLBL
mdanderson.11008462	3.37826424782947e-06	1	1	1	CMS1	3.37826424782947e-06	CMS1
mdanderson.12001742	0.816681869	1	1	0.003689065	CMS4	0.003689065	CMS4
mdanderson.12001744	0.404216074	0.3046316	1	0.908340934	NA	0.3046316	CMS2
mdanderson.12001750	3.37826424782947e-06	1	1	1	CMS1	3.37826424782947e-06	CMS1
mdanderson.12001754	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
mdanderson.12001762	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
mdanderson.12001778	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
mdanderson.12001780	0.00042904	0.937285903	1	1	CMS1	0.00042904	CMS1
mdanderson.12001784	1	0.3046316	1	0.227445019	NA	0.227445019	CMS4
mdanderson.12001798	1	0.000283774	1	1	CMS2	0.000283774	CMS2
mdanderson.12001802	1	0.000283774	1	1	CMS2	0.000283774	CMS2
tcga_rnaseqAll.TCGA-F4-6461	0.816681869	0.937285903	0.658974359	0.227445019	NA	0.227445019	CMS4
tcga_rnaseqAll.TCGA-A6-6653	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
tcga_rnaseqAll.TCGA-A6-A56B	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
tcga_rnaseqAll.TCGA-D5-6532	1	0.000283774	1	1	CMS2	0.000283774	CMS2
tcga_rnaseqAll.TCGA-AD-6963	1	0.000283774	1	1	CMS2	0.000283774	CMS2
tcga_rnaseqAll.TCGA-A6-6138	0.816681869	0.3046316	1	0.594081281	NA	0.3046316	NOLBL
tcga_rnaseqAll.TCGA-AA-3655	1	0.67678119	0.000854701	1	CMS3	0.000854701	CMS3
tcga_rnaseqAll.TCGA-DM-A1D7	1	0.007945678	0.658974359	1	CMS2	0.007945678	CMS2
tcga_rnaseqAll.TCGA-AY-6386	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
tcga_rnaseqAll.TCGA-DM-A280	0.404216074	0.937285903	0.024786325	1	CMS3	0.024786325	CMS3
tcga_rnaseqAll.TCGA-AD-6965	1	0.000283774	1	1	CMS2	0.000283774	CMS2
tcga_rnaseqAll.TCGA-A6-4105	0.816681869	0.3046316	1	0.594081281	NA	0.3046316	NOLBL
tcga_rnaseqAll.TCGA-AD-A5EK	1	0.000283774	1	1	CMS2	0.000283774	CMS2
tcga_rnaseqAll.TCGA-D5-5538	0.816681869	0.937285903	1	0.044126888	CMS4	0.044126888	CMS4
tcga_rnaseqAll.TCGA-CM-4743	0.011070572	0.937285903	0.658974359	1	CMS1	0.011070572	CMS1
tcga_rnaseqAll.TCGA-CM-6166	1	0.000283774	1	1	CMS2	0.000283774	CMS2
tcga_rnaseqAll.TCGA-D5-6922	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
tcga_rnaseqAll.TCGA-CM-5862	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
tcga_rnaseqAll.TCGA-DM-A1D9	0.816681869	0.073071856	0.658974359	1	NA	0.073071856	CMS3
tcga_rnaseqAll.TCGA-AZ-6605	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
tcga_rnaseqAll.TCGA-CM-6161	1	0.000283774	1	1	CMS2	0.000283774	CMS2
tcga_rnaseqAll.TCGA-DM-A0XF	1	0.000283774	1	1	CMS2	0.000283774	CMS2
tcga_rnaseqAll.TCGA-D5-6924	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
tcga_rnaseqAll.TCGA-G4-6626	1	0.000283774	1	1	CMS2	0.000283774	CMS2
tcga_rnaseqAll.TCGA-CM-5860	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
tcga_rnaseqAll.TCGA-DM-A28G	1	0.3046316	0.024786325	1	CMS3	0.024786325	CMS3
tcga_rnaseqAll.TCGA-AA-A01Z	0.816681869	0.073071856	0.658974359	1	NA	0.073071856	NOLBL
tcga_rnaseqAll.TCGA-AZ-5407	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
tcga_rnaseqAll.TCGA-AA-3495	1	0.000283774	1	1	CMS2	0.000283774	CMS2
tcga_rnaseqAll.TCGA-AD-6548	0.404216074	0.3046316	1	0.908340934	NA	0.3046316	NOLBL
tcga_rnaseqAll.TCGA-D5-6529	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
tcga_rnaseqAll.TCGA-CM-4747	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
tcga_rnaseqAll.TCGA-AA-3697	1	0.000283774	1	1	CMS2	0.000283774	CMS2
tcga_rnaseqAll.TCGA-G4-6303	1	0.3046316	1	0.227445019	NA	0.227445019	CMS2
tcga_rnaseqAll.TCGA-DM-A0X9	1	0.073071856	0.204273504	1	NA	0.073071856	CMS2
tcga_rnaseqAll.TCGA-DM-A282	1	0.000283774	1	1	CMS2	0.000283774	CMS2
tcga_rnaseqAll.TCGA-CM-6680	1	1	0.024786325	0.227445019	CMS3	0.024786325	CMS3
tcga_rnaseqAll.TCGA-CK-4947	1	0.073071856	0.204273504	1	NA	0.073071856	NOLBL
tcga_rnaseqAll.TCGA-CA-5796	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
tcga_rnaseqAll.TCGA-D5-6540	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
tcga_rnaseqAll.TCGA-NH-A50V	0.404216074	1	1	0.044126888	CMS4	0.044126888	CMS4
tcga_rnaseqAll.TCGA-AA-3506	1	0.007945678	0.658974359	1	CMS2	0.007945678	CMS2
tcga_rnaseqAll.TCGA-A6-2684	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
tcga_rnaseqAll.TCGA-CM-6165	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
tcga_rnaseqAll.TCGA-F4-6808	1	0.000283774	1	1	CMS2	0.000283774	CMS2
tcga_rnaseqAll.TCGA-CM-6172	1	0.007945678	0.658974359	1	CMS2	0.007945678	CMS2
tcga_rnaseqAll.TCGA-D5-6536	0.816681869	1	0.658974359	0.044126888	CMS4	0.044126888	CMS4
tcga_rnaseqAll.TCGA-AA-3713	0.100932401	0.67678119	0.658974359	1	NA	0.100932401	CMS1
tcga_rnaseqAll.TCGA-A6-A566	0.816681869	1	1	0.003689065	CMS4	0.003689065	CMS4
tcga_rnaseqAll.TCGA-CM-6164	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
tcga_rnaseqAll.TCGA-D5-6530	0.404216074	0.937285903	0.024786325	1	CMS3	0.024786325	CMS3
tcga_rnaseqAll.TCGA-AA-3496	1	0.073071856	1	0.594081281	NA	0.073071856	NOLBL
tcga_rnaseqAll.TCGA-CK-4948	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
tcga_rnaseqAll.TCGA-AY-5543	0.816681869	0.073071856	0.658974359	1	NA	0.073071856	NOLBL
tcga_rnaseqAll.TCGA-A6-6781	0.100932401	1	1	0.227445019	NA	0.100932401	CMS4
tcga_rnaseqAll.TCGA-DM-A28H	1	0.000283774	1	1	CMS2	0.000283774	CMS2
tcga_rnaseqAll.TCGA-DM-A285	1	0.3046316	1	0.227445019	NA	0.227445019	NOLBL
tcga_rnaseqAll.TCGA-CA-5797	1	0.000283774	1	1	CMS2	0.000283774	CMS2
tcga_rnaseqAll.TCGA-A6-5661	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
tcga_rnaseqAll.TCGA-AA-3663	0.404216074	1	0.000854701	1	CMS3	0.000854701	CMS3
tcga_rnaseqAll.TCGA-AZ-4313	0.404216074	1	0.000854701	1	CMS3	0.000854701	CMS3
tcga_rnaseqAll.TCGA-DM-A0XD	0.404216074	0.67678119	0.658974359	0.908340934	NA	0.404216074	NOLBL
tcga_rnaseqAll.TCGA-G4-6586	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
tcga_rnaseqAll.TCGA-AZ-4616	0.011070572	0.937285903	0.658974359	1	CMS1	0.011070572	CMS1
tcga_rnaseqAll.TCGA-CM-5349	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
tcga_rnaseqAll.TCGA-F4-6569	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
tcga_rnaseqAll.TCGA-AZ-4323	0.816681869	1	1	0.003689065	CMS4	0.003689065	NA
tcga_rnaseqAll.TCGA-AU-3779	1	0.073071856	1	0.594081281	NA	0.073071856	CMS2
tcga_rnaseqAll.TCGA-CM-6168	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
tcga_rnaseqAll.TCGA-G4-6321	0.816681869	0.3046316	0.204273504	1	NA	0.204273504	NA
tcga_rnaseqAll.TCGA-DM-A28M	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
tcga_rnaseqAll.TCGA-A6-5664	1	1	0.658974359	0.003689065	CMS4	0.003689065	CMS4
tcga_rnaseqAll.TCGA-G4-6628	0.00042904	0.937285903	1	1	CMS1	0.00042904	CMS1
tcga_rnaseqAll.TCGA-A6-5667	1	0.000283774	1	1	CMS2	0.000283774	CMS2
tcga_rnaseqAll.TCGA-AZ-6599	0.404216074	1	0.000854701	1	CMS3	0.000854701	CMS3
tcga_rnaseqAll.TCGA-QG-A5YV	1	0.000283774	1	1	CMS2	0.000283774	CMS2
tcga_rnaseqAll.TCGA-A6-5656	1	0.000283774	1	1	CMS2	0.000283774	CMS2
tcga_rnaseqAll.TCGA-AA-3511	1	0.073071856	1	0.594081281	NA	0.073071856	NOLBL
tcga_rnaseqAll.TCGA-AZ-6607	0.816681869	1	1	0.003689065	CMS4	0.003689065	CMS4
tcga_rnaseqAll.TCGA-A6-6648	1	0.000283774	1	1	CMS2	0.000283774	CMS2
tcga_rnaseqAll.TCGA-CM-5344	1	0.3046316	1	0.227445019	NA	0.227445019	CMS4
tcga_rnaseqAll.TCGA-AZ-6606	0.816681869	0.67678119	0.024786325	1	CMS3	0.024786325	CMS3
tcga_rnaseqAll.TCGA-AA-3660	1	0.000283774	1	1	CMS2	0.000283774	CMS2
tcga_rnaseqAll.TCGA-CM-6163	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
tcga_rnaseqAll.TCGA-AD-6901	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
tcga_rnaseqAll.TCGA-AZ-6600	0.816681869	0.937285903	1	0.044126888	CMS4	0.044126888	CMS4
tcga_rnaseqAll.TCGA-A6-5660	1	0.000283774	1	1	CMS2	0.000283774	CMS2
tcga_rnaseqAll.TCGA-D5-5539	0.816681869	0.937285903	0.204273504	0.594081281	NA	0.204273504	NOLBL
tcga_rnaseqAll.TCGA-F4-6703	0.404216074	1	1	0.044126888	CMS4	0.044126888	CMS4
tcga_rnaseqAll.TCGA-AZ-4684	1	0.073071856	1	0.594081281	NA	0.073071856	NOLBL
tcga_rnaseqAll.TCGA-D5-6927	0.011070572	1	1	0.594081281	CMS1	0.011070572	CMS1
tcga_rnaseqAll.TCGA-QG-A5Z2	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
tcga_rnaseqAll.TCGA-CM-5861	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
tcga_rnaseqAll.TCGA-AD-5900	0.00042904	1	1	0.908340934	CMS1	0.00042904	CMS1
tcga_rnaseqAll.TCGA-CK-5914	1	0.000283774	1	1	CMS2	0.000283774	CMS2
tcga_rnaseqAll.TCGA-D5-6533	1	0.000283774	1	1	CMS2	0.000283774	CMS2
tcga_rnaseqAll.TCGA-DM-A1D0	1	0.000283774	1	1	CMS2	0.000283774	CMS2
tcga_rnaseqAll.TCGA-A6-A567	1	0.000283774	1	1	CMS2	0.000283774	CMS2
tcga_rnaseqAll.TCGA-F4-6805	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
tcga_rnaseqAll.TCGA-QG-A5YX	0.816681869	0.67678119	0.024786325	1	CMS3	0.024786325	CMS3
tcga_rnaseqAll.TCGA-G4-6322	1	0.67678119	0.000854701	1	CMS3	0.000854701	CMS3
tcga_rnaseqAll.TCGA-F4-6809	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
tcga_rnaseqAll.TCGA-AZ-6608	1	0.000283774	1	1	CMS2	0.000283774	CMS2
tcga_rnaseqAll.TCGA-CA-5255	0.100932401	1	0.024786325	1	CMS3	0.024786325	CMS3
tcga_rnaseqAll.TCGA-CK-6746	3.37826424782947e-06	1	1	1	CMS1	3.37826424782947e-06	CMS1
tcga_rnaseqAll.TCGA-CM-6170	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
tcga_rnaseqAll.TCGA-AD-6890	1	0.073071856	0.204273504	1	NA	0.073071856	CMS2
tcga_rnaseqAll.TCGA-CA-5254	0.100932401	1	1	0.227445019	NA	0.100932401	NOLBL
tcga_rnaseqAll.TCGA-AZ-5403	1	0.073071856	1	0.594081281	NA	0.073071856	CMS4
tcga_rnaseqAll.TCGA-AY-6197	0.011070572	1	0.204273504	1	CMS1	0.011070572	CMS1
tcga_rnaseqAll.TCGA-G4-6314	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
tcga_rnaseqAll.TCGA-AD-6888	1	0.000283774	1	1	CMS2	0.000283774	CMS2
tcga_rnaseqAll.TCGA-F4-6806	1	0.937285903	0.000854701	0.908340934	CMS3	0.000854701	CMS3
tcga_rnaseqAll.TCGA-G4-6625	1	0.073071856	1	0.594081281	NA	0.073071856	NOLBL
tcga_rnaseqAll.TCGA-A6-6137	1	0.000283774	1	1	CMS2	0.000283774	CMS2
tcga_rnaseqAll.TCGA-D5-5537	1	0.000283774	1	1	CMS2	0.000283774	CMS2
tcga_rnaseqAll.TCGA-A6-6782	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
tcga_rnaseqAll.TCGA-AY-6196	0.404216074	1	1	0.044126888	CMS4	0.044126888	NA
tcga_rnaseqAll.TCGA-D5-5540	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
tcga_rnaseqAll.TCGA-CM-6679	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
tcga_rnaseqAll.TCGA-CM-6167	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
tcga_rnaseqAll.TCGA-G4-6320	0.404216074	1	0.000854701	1	CMS3	0.000854701	CMS3
tcga_rnaseqAll.TCGA-AZ-4315	0.100932401	0.937285903	0.204273504	1	NA	0.100932401	NOLBL
tcga_rnaseqAll.TCGA-CM-5864	1	0.000283774	1	1	CMS2	0.000283774	CMS2
tcga_rnaseqAll.TCGA-CK-6751	1	0.67678119	0.000854701	1	CMS3	0.000854701	CMS3
tcga_rnaseqAll.TCGA-A6-6140	1	0.000283774	1	1	CMS2	0.000283774	CMS2
tcga_rnaseqAll.TCGA-D5-6930	0.00042904	1	1	0.908340934	CMS1	0.00042904	CMS1
tcga_rnaseqAll.TCGA-AA-3492	0.011070572	1	0.204273504	1	CMS1	0.011070572	CMS1
tcga_rnaseqAll.TCGA-DM-A1DB	1	0.000283774	1	1	CMS2	0.000283774	CMS2
tcga_rnaseqAll.TCGA-CM-6171	0.011070572	1	0.204273504	1	CMS1	0.011070572	CMS1
tcga_rnaseqAll.TCGA-A6-6654	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
tcga_rnaseqAll.TCGA-CM-6675	0.011070572	0.937285903	0.658974359	1	CMS1	0.011070572	CMS1
tcga_rnaseqAll.TCGA-G4-6323	1	0.67678119	0.000854701	1	CMS3	0.000854701	CMS3
tcga_rnaseqAll.TCGA-CK-5913	0.011070572	0.937285903	0.658974359	1	CMS1	0.011070572	CMS1
